vid,uid,content,votes,en_content
zCe72UH4Mto,Ugw9degDDAZ7XSQ4smd4AaABAg,Her:,2.0,Her:
zCe72UH4Mto,Ugy2Nn5zhvmXGJSZ5X54AaABAg,💕,2.0,
gspByZ11jjo,Ugy90Xc2cBLg6Cg8dox4AaABAg,4:48,46.0,4:48
tXyYbsHkYEs,UgxhoZ_j9U5ZceXiFaZ4AaABAg,1:09,1.0,1:09
tXyYbsHkYEs,UgxZieew9qO_pS1-h3J4AaABAg,2:32,19.0,2:32
9j-YD11LcLw,UgwY2nbmW3GRtjWtoiV4AaABAg,6:01,17.0,6:01
9j-YD11LcLw,UgywcGrPFh8c2uZK6op4AaABAg,6:48,7.0,6:48
9j-YD11LcLw,UgyEYGEwh9ml9fUZUR94AaABAg,10:40,5.0,10:40
9j-YD11LcLw,UgwLstMAnamKjwRSWhV4AaABAg,2:52,0.0,2:52
9j-YD11LcLw,UgyifVzhwNsBo5BU0rd4AaABAg,6:00,3.0,6:00
9j-YD11LcLw,Ugzdc_p-yMKUNUm5nEJ4AaABAg,@,0.0,
9j-YD11LcLw,Ugx0uyX-Wi1tfQpj6r14AaABAg,1:22,249.0,1:22
XXYlFuWEuKI,UgzfXlLmmLA0nsarTal4AaABAg,رائعة جدا,4.0,
XXYlFuWEuKI,UgyESe2lyXniJn2k-5x4AaABAg,"Очень душевная песня, Спасибо тебя за эту красоту",34.0,
XXYlFuWEuKI,UgxwaWEtkxeKpWVHU-x4AaABAg,Amoo,1.0,Amoo
XXYlFuWEuKI,UgyhgikdkdeokZhaW594AaABAg,♥,7.0,
XXYlFuWEuKI,UgyM5q39rrkW61J5wN14AaABAg,Ooh,12.0,Ooh
XXYlFuWEuKI,UgxEbIq3-ju4ypSwApZ4AaABAg,Ooh,6.0,Ooh
L0jQz6jqQS0,Ugz0V9lglUgUWZ3nIsx4AaABAg,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,54.0,
L0jQz6jqQS0,UgwbFPPxQh7jdonmY0t4AaABAg,[,398.0,
L0jQz6jqQS0,UgyEyizt8LpU6axvMM94AaABAg,-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,29.0,
L0jQz6jqQS0,UgxdeUTc_CvKAz6ZF7t4AaABAg,23:23,23.0,23:23
L0jQz6jqQS0,UgysEjj6gQXHqn15pXd4AaABAg,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 💜,198.0,
L0jQz6jqQS0,UgxapJRTMjQ_LblQEoZ4AaABAg,7:46,361.0,7:46
L0jQz6jqQS0,UgzNrGR9L2EtQRrTAqZ4AaABAg,----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 💜,26.0,
L0jQz6jqQS0,Ugxh-DNzZZPOeGV9GgZ4AaABAg,5:55,13.0,5:55
oNYua4TKXyk,UgxOQSe2O4rigDXVJkh4AaABAg,27:44,0.0,27:44
oNYua4TKXyk,Ugzijf1ITfk7VMouKcx4AaABAg,❤❤❤✨✨,4.0,
oNYua4TKXyk,Ugxzfwxu2wMT4vuYiQh4AaABAg,AMENN,3.0,AMENN
oNYua4TKXyk,Ugy0sbogD1umpn_RwC54AaABAg,🔥 💪 🎯 👍 🎯 💪 🔥,0.0,
oNYua4TKXyk,UgyJbDMMcVKW6IcmMzF4AaABAg,👍👍,0.0,
oNYua4TKXyk,UgxhPJWHngjAvLl3c3B4AaABAg,💜,1.0,
oNYua4TKXyk,Ugxy1c9kY5OgNvMEiRx4AaABAg,😎👍,0.0,
oNYua4TKXyk,UgzioE-da45Peblo8QB4AaABAg,OKAY ✅,0.0,OKAY
4wHaTS7wsvk,UgxXKx7xuF_x5HgpVq94AaABAg,🤤🤤🤤🎂🎂🎂,1.0,
4wHaTS7wsvk,UgzCqcERtY6HZdFnoCp4AaABAg,🥰,1.0,
4wHaTS7wsvk,UgzN-dstallzRjzxm694AaABAg,🖤,15.0,
4wHaTS7wsvk,UgwSjgzJ480mqQ44eaR4AaABAg,😍,6.0,
4wHaTS7wsvk,UgwIlf3SngNvREsgPdF4AaABAg,(●’◡’●)ﾉ,0.0,
4wHaTS7wsvk,Ugwoe_1WSAbSNdGZRHd4AaABAg,😍,4.0,
4wHaTS7wsvk,UgwwdzNn7zPj6PBEdDZ4AaABAg,"Похожи на, Сара на огненную девушку а Эмма на ледяную.",17.0,
4wHaTS7wsvk,Ugxp-U3xioVDTeOYrjJ4AaABAg,❤,2.0,
4wHaTS7wsvk,UgxJwqEVGtQ86dUYI854AaABAg,😊,0.0,
4wHaTS7wsvk,Ugx9H4MZkpobVeI6BmZ4AaABAg,WOWW,1.0,WOWW
4wHaTS7wsvk,UgxRf3C7iv33NT47dZB4AaABAg,💙,0.0,
4wHaTS7wsvk,Ugw9ChisUeLZm3HjEcB4AaABAg,Red,0.0,Red
4wHaTS7wsvk,UgxpufdVd-G4r44wuNl4AaABAg,[Wow],9.0,Wow
4wHaTS7wsvk,UgxFxkx-YSij9yKV29p4AaABAg,😂😊😋,4.0,
4wHaTS7wsvk,UgyXlrtLihAzDdBBp9N4AaABAg,💌,1.0,
4wHaTS7wsvk,UgxEbJG1LeEj74U2-Dl4AaABAg,Blue,0.0,Blue
4wHaTS7wsvk,UgzXmJDhvYjUsVAeWYl4AaABAg,Cool,0.0,Cool
H6VVIoYwY8c,UgxwhCNJ5qU33faoVEp4AaABAg,❤,4.0,
H6VVIoYwY8c,UgzNXkoNC1jCdoIu8Ch4AaABAg,❤❤,1.0,
H6VVIoYwY8c,UgzpeCJ29h4N9QLhYZh4AaABAg,😎👍,0.0,
H6VVIoYwY8c,UgzeuJeOqD_HV4SCStR4AaABAg,💯💪💪,0.0,
0JbB5I7I__M,UgxzbgNUf8t40wvKPqN4AaABAg,Lmao.,858.0,Lmao.
0JbB5I7I__M,UgwSEOYGxJZeVI4SDZ94AaABAg,🤦🏻‍♀,11.0,
YaVp_xXotxo,UgwIEA56liutnGoU7hR4AaABAg,5:50,29.0,5:50
YaVp_xXotxo,Ugw0SY7_1IFiYJ7VAT14AaABAg,1:10,145.0,1:10
YaVp_xXotxo,UgxkHfy4QtwuCWgp-QB4AaABAg,0:54,36.0,0:54
YaVp_xXotxo,Ugym8tPBZGz79-K2i7h4AaABAg,3:04,37.0,3:04
YaVp_xXotxo,UgxoiZVuQtgMIFNu4PF4AaABAg,4:00,10.0,4:00
YaVp_xXotxo,Ugywjkx3wPz7H0zAyuN4AaABAg,0:20,0.0,0:20
YaVp_xXotxo,UgxS6TU7E09sQvNPpsh4AaABAg,7:53,45.0,7:53
YaVp_xXotxo,Ugy5YtsrtK6X_VEX3yl4AaABAg,2:53,12.0,2:53
YaVp_xXotxo,UgzaGnqCXBJDVxVaWr94AaABAg,"Чувак, который поймал мячик - красавчик",0.0,
YaVp_xXotxo,UgykYSIQGk2H2H0z7bN4AaABAg,スポーツのかっこいい瞬間ってマジで魂が震えるのがわかる,58.0,
YaVp_xXotxo,Ugzo5chDWohMPsZwGtR4AaABAg,2:50,8.0,2:50
YaVp_xXotxo,UgxO9rfpnwUQ5izPGgN4AaABAg,6:40,62.0,6:40
YaVp_xXotxo,UgzhWBDmuHvn155vjA94AaABAg,みんな反射神経とか運動神経やばすぎるし,17.0,
YaVp_xXotxo,UgzaWgr_jaOT4WCy0tR4AaABAg,템파베이 선수 대박~ 뒤에서 날라오는 공을 잡아버리네~~,2.0,
YaVp_xXotxo,UgyjuJGConOrw7-WOip4AaABAg,1:09,1.0,1:09
YaVp_xXotxo,UgwMRDaqoLp3yB8y6HB4AaABAg,2:35,1.0,2:35
YaVp_xXotxo,UgxjAQTpWyWmMaogth54AaABAg,인터뷰중 야구공 맨손잡는건 진짜 레전드,0.0,
YaVp_xXotxo,UgwSkfHtZN-Gft0-TTR4AaABAg,1:15,0.0,1:15
YaVp_xXotxo,UgwJ6EBcwiX_qyxWkSp4AaABAg,0:23,15.0,0:23
YaVp_xXotxo,UgwAEFsw-AAFOwUQkY94AaABAg,4:11,0.0,4:11
YaVp_xXotxo,UgzlANPBgpsOmjqCXal4AaABAg,こういうのは日々の練習の積み重ねがあるから,1.0,
YaVp_xXotxo,UgxjQWE0-QKjxPoN99F4AaABAg,3:03,17.0,3:03
bBJjc_nmuko,UgwZ0lrjM_cJAfxyG3R4AaABAg,Очень необычно!,2.0,
bBJjc_nmuko,UgydrwuhhHCNqaXn6XJ4AaABAg,"Просто супер девушки, мне нравится",1.0,
bBJjc_nmuko,UgwL3w9HgyJA0MNmZ5J4AaABAg,Зажигалочки)),0.0,
bBJjc_nmuko,UgwOxMO-C1CZb5yc84R4AaABAg,Безумно,1.0,
bBJjc_nmuko,UgyAZGITD_XtV8Z8gJ54AaABAg,💙,1.0,
bBJjc_nmuko,UgwgSeUXWS_CKQOU2Cl4AaABAg,Wow,0.0,Wow
bBJjc_nmuko,Ugw4epmSoaibo7pDVXt4AaABAg,Интересно что курил модельер девушка в противогазе,0.0,
bBJjc_nmuko,Ugw6M1ox341vPbL7aCl4AaABAg,"Наверно, модели на лицо страшненькие, если их на подиум в противогазах выпускают",3.0,
bBJjc_nmuko,UgxaavRUNc1kIbN5RaB4AaABAg,7:44,1.0,7:44
bBJjc_nmuko,UgyiUun1mWkLIV-gqHZ4AaABAg,🔥,0.0,
bBJjc_nmuko,UgwdHrW518MUUAm1Eal4AaABAg,Nice 👄 👄,0.0,Nice
bBJjc_nmuko,Ugwgddsrr43fPLYsPGR4AaABAg,w0w!,2.0,w0w!
bBJjc_nmuko,UgyQ9iMKSM7_BfJdnQF4AaABAg,蛮勇は勇に非ず・・・と言うべきか。,0.0,
bBJjc_nmuko,UgyL-D5S_tYTFJ4fF1d4AaABAg,super,1.0,super
bBJjc_nmuko,UgwFqwHnKJa2HOnWQb14AaABAg,7:45,27.0,7:45
bBJjc_nmuko,UgzNh8NxaIm0xNDD_954AaABAg,더 대단한 가슴보기 프로그램 만들어,1.0,
bBJjc_nmuko,UgxpNg4UcmYYbcT-0v94AaABAg,0.0,1.0,0.0
bBJjc_nmuko,UgwyG9YtNGlQ-EkMI1B4AaABAg,4.26!,2.0,4.26!
FIILsSmS_nA,UgxN_wHWo0oa-s5UQdp4AaABAg,"Очень круто, твои песни успокаивают и поднимают настроение!",7.0,
0pS9w_prltw,Ugywjg5dNCcQRdslaU14AaABAg,He’s,689.0,Hes
kJ5PCbtiCpk,UgxQRxQ1t5zII0t2-wx4AaABAg,:ytg:,53.0,:ytg:
kJ5PCbtiCpk,Ugy8cENFgtWcNfPSoDh4AaABAg,23:23,0.0,23:23
sOf4askjP1Y,UgwbJvNyhbr7UXlRF3Z4AaABAg,5:35,36.0,5:35
sOf4askjP1Y,Ugy7KjHdbWC9HGEFHKt4AaABAg,9:13,3.0,9:13
oyClS3qQV10,UgyGTsHsqpDmtl3jiiB4AaABAg,7:04,300.0,7:04
oyClS3qQV10,Ugx_1JpJpEf5sSQkXPF4AaABAg,7:02,302.0,7:02
iUcJAmaWATU,UgwGdSgjXxsCPKLW4vJ4AaABAg,10:20,3.0,10:20
iUcJAmaWATU,Ugxx-_E6uwtcJMhrGu54AaABAg,10:00,2.0,10:00
iUcJAmaWATU,Ugxt-LBn6XlN3Bthj7h4AaABAg,17:17,0.0,17:17
iUcJAmaWATU,UgzAS0znolqqCO8pPgd4AaABAg,2:15,1.0,2:15
ffjoHte5_Gw,UgwuLit7Eaj3C_1mQ7J4AaABAg,15:21,2.0,15:21
vRdZ6NvPG5I,Ugxfwn3Xsn6f9F2zfPB4AaABAg,At,165.0,At
vRdZ6NvPG5I,Ugw0oZYNqclFJpHBY8J4AaABAg,At,1600.0,At
vRdZ6NvPG5I,Ugzl1SQWZ-JhSL8HT-F4AaABAg,7:51,0.0,7:51
vRdZ6NvPG5I,UgxOKRZCPWwmTJyr6rR4AaABAg,4:46,2.0,4:46
vRdZ6NvPG5I,Ugw09aCFHX69f2bA2Md4AaABAg,At,64.0,At
vRdZ6NvPG5I,UgxDCM8B5F4mG-nKKZd4AaABAg,6:41,0.0,6:41
vRdZ6NvPG5I,UgzwHZ39yOl6VDAX7Pp4AaABAg,9:27,1.0,9:27
vRdZ6NvPG5I,UgyaKceqhVN4YsGl5Xp4AaABAg,3:26,10.0,3:26
vRdZ6NvPG5I,Ugz6r74yFDwN4mpWGBF4AaABAg,7:32,11.0,7:32
vRdZ6NvPG5I,UgztCl278b8HUcR-YHt4AaABAg,9:30,1.0,9:30
vRdZ6NvPG5I,UgxWVLNMh8wUWvSi4Jx4AaABAg,7:45,0.0,7:45
vRdZ6NvPG5I,Ugx121m8DaSZrr8bAiB4AaABAg,2:42,9.0,2:42
ADVRUOMRF4c,Ugw7AjwYHTgoqB1gGNJ4AaABAg,5:49,4.0,5:49
mNEUkkoUoIA,UgyiqpCQsFUBlma-Rul4AaABAg,뮤비 진짜 잘 뽑았다... 해변가랑 노을 지는 풍경이랑... 미식축구하던 장면이랑 많이 겹쳐보여서 너무너무너무너무너무 좋음... 휘파람 소리 치명적.. 영화관에서 노래 나오자마자 이 곡은 한동안 내가 빠져지내게 될 것이란 걸 직감했다..,72.0,
mNEUkkoUoIA,Ugx1yXExtnWNJJWykyR4AaABAg,전편을 보지않더라도 충분히 모든 스토리가 흥미진진하게 이루어져 있었고. 충분히 로맨틱 했어요..,46.0,
mNEUkkoUoIA,Ugx-el0J4RJk63bJoIB4AaABAg,Lyric,80.0,Lyric
VdFW-CCqdJw,UgwBl7eRA6tO5tF6jWp4AaABAg,10:40,0.0,10:40
UyPwQzLOhUU,UgwmpetK3igia1qxE0Z4AaABAg,Wow,2.0,Wow
UyPwQzLOhUU,UgzKvVaCjUsIZ-4pg3F4AaABAg,와 대박! 첫 번째 그림부터 계속 놀라워요!정말 멋있게 그려졌어요!그야말로 예술이다!거리예술이 정말 신기해요!작가들은 모두 훌륭하다!👍👍,0.0,
UyPwQzLOhUU,UgxPgpcmsgbghh0FMAV4AaABAg,Очень круто! Это просто шедевр.,2.0,
UyPwQzLOhUU,UgzCSqpYXuyzRTibc4p4AaABAg,1:08,4.0,1:08
UyPwQzLOhUU,Ugy-csFuCJp7LN2cNDt4AaABAg,"Творцы невероятных, уличных миражей и иллюзий. Это просто какое-то волшебство!",1.0,
UyPwQzLOhUU,Ugz4yyYuxZIWf-JAB-14AaABAg,00:48,270.0,00:48
UyPwQzLOhUU,UgxA1Dvkn7vziukxuiN4AaABAg,fajne,0.0,fajne
UyPwQzLOhUU,Ugw5A-rUcKkyq9T_lOR4AaABAg,Amei,2.0,Amei
4xWTc9pojow,UgwprLrPbrVEr_dRxTp4AaABAg,10:59,0.0,10:59
4xWTc9pojow,UgyIAUT9LyIusoAcUkl4AaABAg,15:22,5.0,15:22
4xWTc9pojow,Ugzcnn8AaekB6XtaYoN4AaABAg,0:20,0.0,0:20
4xWTc9pojow,Ugwe9u4VfqdNqZPPv2l4AaABAg,6:36,0.0,6:36
Y4id5tlTYsY,Ugz6t12iGgSh0MIkpXl4AaABAg,2:22,2.0,2:22
Y4id5tlTYsY,UgxfS_m_x2BioeHm5xF4AaABAg,7:30,72.0,7:30
Y4id5tlTYsY,UgxqJJ1GOceTGKI69ch4AaABAg,5:43,0.0,5:43
Y4id5tlTYsY,UgzZrxbiRO9eEYDkpwZ4AaABAg,2:25,8.0,2:25
Y4id5tlTYsY,UgyuX_cueRkVRjyltel4AaABAg,2:02,3.0,2:02
Y4id5tlTYsY,Ugw7CZ0HDjK12Vqe6Fp4AaABAg,1:43,51.0,1:43
Y4id5tlTYsY,Ugx38spSVqMvzk-gKdZ4AaABAg,2:45,28.0,2:45
Y4id5tlTYsY,UgzaXTB0Pkf_ruhYc-F4AaABAg,2:17,2.0,2:17
Y4id5tlTYsY,UgyuIlDXYcqq7ixhoC54AaABAg,5:24,0.0,5:24
Y4id5tlTYsY,Ugw9Z0iWop3DnESUg2F4AaABAg,5:23,5.0,5:23
Y4id5tlTYsY,UgyL_f1w0lKo_iZPN1R4AaABAg,4:16,0.0,4:16
Y4id5tlTYsY,Ugx3qCvMjHzgD_imsZl4AaABAg,3:12,5.0,3:12
Y4id5tlTYsY,UgzFWQmMfaqgb5o7vkZ4AaABAg,6:00,3.0,6:00
rhgwIhB58PA,UgyVpmr6BWNR7f-lEHN4AaABAg,8:16,3.0,8:16
OIqOVX2Cv3k,UgwHplCZQb_ql8mPbHR4AaABAg,2:01,10.0,2:01
OIqOVX2Cv3k,UgwX3zmDE8_EhnW0CaV4AaABAg,3:48,52.0,3:48
rgOvwyQdQf4,UgwnQOojeN428KihFOl4AaABAg,3:03,768.0,3:03
rgOvwyQdQf4,Ugx4wgSMfeG8NdeupMh4AaABAg,3:52,183.0,3:52
rgOvwyQdQf4,UgwgQjdOoE0d4cGM1UN4AaABAg,1:23,138.0,1:23
rgOvwyQdQf4,UgzqupslQtLHoe8OftZ4AaABAg,6:37,38.0,6:37
rgOvwyQdQf4,UgxZ5c0qWgBVooX4EUJ4AaABAg,3:41,28.0,3:41
rgOvwyQdQf4,UgwnIbQBSysoTP8fMLh4AaABAg,5:50,3.0,5:50
rgOvwyQdQf4,UgwA_MeOtXHybKC5eLx4AaABAg,3:41,6.0,3:41
rgOvwyQdQf4,Ugy64tNMa-VA-T_EFw94AaABAg,4:30,42.0,4:30
rgOvwyQdQf4,UgxBHNRamoT3XjSBqd94AaABAg,0:54,1.0,0:54
rgOvwyQdQf4,UgyFT91O4C6p6HLCxOp4AaABAg,1:03,4.0,1:03
rgOvwyQdQf4,UgwCsDy6MTLwYEULo794AaABAg,0:00,0.0,0:00
rgOvwyQdQf4,Ugwjymz9vbrHlPKy-GZ4AaABAg,3:13,0.0,3:13
rgOvwyQdQf4,UgwWkfzJ40OUTq2wrOl4AaABAg,2:11,1.0,2:11
rgOvwyQdQf4,UgxeU5RTb3L5DUm0xDJ4AaABAg,3:41,0.0,3:41
rgOvwyQdQf4,UgwEx7-nFbuNKavEEPV4AaABAg,1:18,0.0,1:18
rgOvwyQdQf4,Ugzfjd2WmJhaSVmSFb94AaABAg,1:16,2.0,1:16
rgOvwyQdQf4,UgxqfutJfK2pMXgaa194AaABAg,5:46,10.0,5:46
rgOvwyQdQf4,UgzvwtP5K7LXzBuBo3d4AaABAg,0:46,0.0,0:46
rgOvwyQdQf4,Ugy9-gPz3SYRqXT9WQJ4AaABAg,3:15,2.0,3:15
rgOvwyQdQf4,UgxPSTUUAs-zTmMgqBZ4AaABAg,07:58,2.0,07:58
rgOvwyQdQf4,UgxUfk4B0H5F-CM8V-54AaABAg,4:27,0.0,4:27
rgOvwyQdQf4,UgxWskZTQW4CEvvYPTR4AaABAg,7:24,3.0,7:24
rgOvwyQdQf4,UgwSRkVWanj0VRb3Yxt4AaABAg,6:04,2.0,6:04
rgOvwyQdQf4,UgxV8s9D_HnEj8yyHSh4AaABAg,3:12,0.0,3:12
rgOvwyQdQf4,UgzBa1yjYvTmDEfrUEt4AaABAg,3:42,0.0,3:42
rgOvwyQdQf4,UgzzoRpqfmBth_I29Ct4AaABAg,0:44,1.0,0:44
rgOvwyQdQf4,UgyDBpM1ZnPA9khyNAV4AaABAg,0:20,0.0,0:20
rgOvwyQdQf4,UgypRP9e5WcPIDvS-tR4AaABAg,0:46,0.0,0:46
rgOvwyQdQf4,UgxvNKQ2Yty_EBaBhil4AaABAg,<3,3.0,3
rgOvwyQdQf4,UgzYQwu72L-uwuqUIhR4AaABAg,4:27,0.0,4:27
rgOvwyQdQf4,UgwKljizRBmfV5MIh7F4AaABAg,7:25,0.0,7:25
rgOvwyQdQf4,UgzTLVY5uGDjoSW-3Jl4AaABAg,3:50,0.0,3:50
rgOvwyQdQf4,UgyJ18m5-UjcoXpq9rF4AaABAg,0:13,1.0,0:13
rgOvwyQdQf4,UgwUJwzNk9o7Dnuojhl4AaABAg,3:31,0.0,3:31
rgOvwyQdQf4,UgxiIcMNZrRHNoI3CtF4AaABAg,2:21,0.0,2:21
rgOvwyQdQf4,Ugw650wzaoZpkFImaax4AaABAg,At,0.0,At
rgOvwyQdQf4,Ugybe-QB-OirU72HmZl4AaABAg,1:01,0.0,1:01
rgOvwyQdQf4,UgwmZxmUnrOhkI85ZZ54AaABAg,7:56,0.0,7:56
F-PRl-MZ1h8,Ugy3xDGZBKNA6I1c8f14AaABAg,5:46,0.0,5:46
9i4SKHbhbqk,Ugyka6Wa7qsUdqIkfFN4AaABAg,0:55,839.0,0:55
9i4SKHbhbqk,UgyUmiHmACyIiMrfzdp4AaABAg,5:55,18.0,5:55
9i4SKHbhbqk,Ugx55I3L8fcDrG14dSl4AaABAg,11:43,1.0,11:43
djHa6pZskQU,UgxThvclNmwb8ZptUhZ4AaABAg,Спасибо.Абсолютный чемпион.Чемпион как наши отцы.Мы любим тебя Отец и боготворим тебя.Спасибо что ты был в наших жизнях.Дети С.С.С.Р 1980-х годов.,4.0,
djHa6pZskQU,UgzOqvvkY5XL0AmUNWd4AaABAg,3:50,137.0,3:50
djHa6pZskQU,UgyZLIpTlagPKTPxAIx4AaABAg,📝,0.0,
djHa6pZskQU,UgwWYE2rrSR7jF7Qhgl4AaABAg,0:44,1000.0,0:44
djHa6pZskQU,UgxUGLHpksobmqUUf-B4AaABAg,❤,2.0,
ML9hvWOiaKA,UgyaJZKaJTzqKszYgM14AaABAg,03:08,46.0,03:08
gYUcSDjHD_A,UgxTYyTIrq5yjgOPqap4AaABAg,ഹൈപ്പിന് ഒരു കുറവും ഇല്ലാ... എന്നായാലും ഭയങ്കര ഇന്ട്രെസ്റ്റിംഗ്... കട്ട വെയ്റ്റിംഗ്... മേടിക്കാൻ ഒന്നും അല്ല... 😁 എന്നാലും ഒരു ഇത്...,160.0,
gYUcSDjHD_A,UgxDfe-E7CQCqX3btUR4AaABAg,5:36,46.0,5:36
gYUcSDjHD_A,UgwPXQGhc5fInxYYrRR4AaABAg,Below 30K ആയിരുന്നെങ്കിൽ നന്നായിരുന്നു😊,0.0,
gYUcSDjHD_A,UgzvN7M1Xoe35F1iLul4AaABAg,ഇതിലൊന്നും ഇല്ലല്ലോ...പറ്റിച്ചാ നമ്മളെ 😌😂😂😂,4.0,
gYUcSDjHD_A,UgyiTzcUGZHJDBf00cV4AaABAg,ഈ വീഡിയോ Nothing ear buds വച്ച് കാണുന്ന ഞാൻ . എന്തായാലും ഫോണും അത് പോലെ നല്ലത് ആയിരിക്കും എന്ന് പ്രവചിക്കുന്നു.,6.0,
gYUcSDjHD_A,Ugyu_brldtwBG0GmgyJ4AaABAg,1:42,4.0,1:42
gYUcSDjHD_A,Ugxl5KNiBauFPPpZ8E54AaABAg,🎶ജനം വന്നു കൂടും മദ്ദളം 🥁അടിക്കേട്ട്(hype ).....🎶,1.0,
wj-Vj8TYzB0,Ugx8FXHCSNBG_M4X-6t4AaABAg,00:00,177.0,00:00
wj-Vj8TYzB0,UgyrRSB0sn5u5fJJDG94AaABAg,"भगवान "" लता मंगेशकर जी '' की आत्मा को शांति दे💐💐💐RIP😭🙏",548.0,
wj-Vj8TYzB0,Ugxp0zkK20rpst7z9Nt4AaABAg,"ऐ मेरे वतन के लोगों ज़रा आँख में भर लो पानी’ स्वर कोकिला, भारत रत्न लता मंगेशकर जी के निधन पर उन्हें भावभीनी श्रद्धांजलि। 🙏🏽",12.0,
TUN2aaMgozM,Ugzjo8PYOzF8TtEggDl4AaABAg,4:34,91.0,4:34
TUN2aaMgozM,Ugz05dNoCQRhYshtxxN4AaABAg,4:34,0.0,4:34
TUN2aaMgozM,UgxI7rDJ7Il6k23__NZ4AaABAg,@,3.0,
TUN2aaMgozM,UgwZ7d6t1KLWDL3GAVl4AaABAg,4:34,2.0,4:34
TUN2aaMgozM,UgxgQzjuKLf7x6MmKzd4AaABAg,4:34,0.0,4:34
oipOWHbRs6g,UgwF7wODJVHFC6OrBzh4AaABAg,🎧,0.0,
oipOWHbRs6g,UgwNDZkdppHu5QgLGKJ4AaABAg,🔥,0.0,
CzzObtqRPTE,Ugyb2jUhso55acotWkN4AaABAg,5:11,175.0,5:11
CzzObtqRPTE,Ugx1J5ozTg-hf_DkPt14AaABAg,5:11,0.0,5:11
CzzObtqRPTE,UgxcTFQiXoqtRlJL-Wp4AaABAg,5:11,0.0,5:11
CzzObtqRPTE,UgyiwVORXjKy6II_hBl4AaABAg,5:10,29.0,5:10
CzzObtqRPTE,Ugz5aonGXxvt3RIg9ll4AaABAg,😄,0.0,
CzzObtqRPTE,UgzYlvDt5T4dpx_hakN4AaABAg,5:11,0.0,5:11
mEidxNff9mU,UgznsAyNPuG8J-_ZrTZ4AaABAg,大谷投手はセレモニーに出席したレジェンドたちの目の前で、見事な投球を披露しましたね、良かった,118.0,
mEidxNff9mU,Ugy7e53jTm3g-0SkbwJ4AaABAg,大谷の投球も素晴らしかったが、,8.0,
mEidxNff9mU,UgzUumibNXmIFcTT80R4AaABAg,いかに投手陣が重要なのかを感じる試合。,30.0,
mEidxNff9mU,UgxQ2rjQoUMMKaXyLVN4AaABAg,今日も楽しい試合をありがとうございました😌,21.0,
mEidxNff9mU,Ugw5AAt-5Ci1WQ3figF4AaABAg,大谷さんの活躍とイカちゃんのカッコいい姿が見られてしかも勝利,2.0,
0cgxBW3Oxhw,UgxCANJGh-9-ncgpJbJ4AaABAg,33 வருட பாரம்பரிய எங்கள் நைனார் ஜூஸ் கார்னர்.,99.0,
0cgxBW3Oxhw,UgwOZe1Nz70R6X20UK14AaABAg,4:03,52.0,4:03
0cgxBW3Oxhw,UgzDpv5jvMwrGXETnX94AaABAg,வணக்கம் டா மாப்ள மதுரையில இருந்து,3.0,
0cgxBW3Oxhw,UgyWo9sSO5oU5kK3c_F4AaABAg,💕,0.0,
0cgxBW3Oxhw,UgxNUUhC5yhuDoEi1FB4AaABAg,உலக தமிழ்மக்களின் நெஞ்சில் குடியிருப்பவரும் தமிழகத்தின் ஒப்பற்ற ஒரே தங்க தளபதியான எங்கள் அன்பு அண்ணன் திரு தளபதி விஜய் அவர்களுக்கு இனிய பிறந்தநாள் நல்வாழ்த்துக்கள். வாழ்த்த வயதில்லை இருகரம் கூப்பி வணங்குகிறோம். தாங்கள் பல்லாண்டு காலம் நீடுழி வாழ இறைவனை பிரார்த்திக்கின்றோம். வாழ்க வளமுடன்.,8.0,
0cgxBW3Oxhw,UgzNlabAKotK2-_oQl94AaABAg,🤣,0.0,
0cgxBW3Oxhw,UgwhJ2tWyqg75IbVA0J4AaABAg,😂,0.0,
0cgxBW3Oxhw,UgyDT1d-jD4xJ62Kk5B4AaABAg,🤣,0.0,
0cgxBW3Oxhw,UgwDoKmMIxNn8Mn70A54AaABAg,இத்தனையும் போட்டாத்தான் ஒழுங்கா போட முடியும்.,0.0,
0cgxBW3Oxhw,UgyIb2CQbpQjH8AaowJ4AaABAg,🤣,0.0,
0cgxBW3Oxhw,Ugy8WxbDlYmNJHxdddl4AaABAg,ஹாய் அண்ணா,1.0,
Vbu7HOCti2c,UgzTFzZjGdI4ORu6-z14AaABAg,9:50,235.0,9:50
Vbu7HOCti2c,UgxlNzvUTcBTK7ENZIp4AaABAg,지수는 진짜 성격 너무너무너무 좋아보임,186.0,
Vbu7HOCti2c,UgyNfq-WjeVxz5ECwgp4AaABAg,브이로그도 귀엽고.. 지수 언니 아이디어도 귀여워 말랑콩떡이,102.0,
Vbu7HOCti2c,UgyCNsu69F0MtaqFrG14AaABAg,젠득이 자기도 모르게 맘모스빵ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ💗💗💗 이 영상에 킬포가 몇개야,17.0,
